Title,Year,Mileage/Km,Price,Brand
Mercedes-Benz B-Class B200 Turbo (COE till 04/2029),2010,117000,63500,Mercedes-Benz
Mercedes-Benz S-Class S450L Mild Hybrid 4MATIC,2021,35000,409800,Mercedes-Benz
Honda Fit 1.3A G (COE till 06/2024),2009,169063,6800,Honda
BMW X1 sDrive18i,2020,45777,157800,BMW
Mazda 3 1.5A Sunroof,2015,150000,21800,Mazda
BMW 2 Series 216i Gran Coupe Sport,2022,20000,154800,BMW
Land Rover Defender 90 Puma (COE till 04/2031),2011,120000,125800,Land Rover
Mercedes-Benz E-Class E43 AMG 4MATIC,2018,127000,205800,Mercedes-Benz
Porsche Cayenne S 2.9A,2023,2000,503800,Porsche
Toyota Camry 2.5A,2016,81000,68800,Toyota
Suzuki Swift 1.0A Turbo GLX,2020,41000,91800,Suzuki
Toyota Vellfire 3.5A Z G-Edition,2016,98000,109800,Toyota
Toyota Corolla Altis 1.6A Elegance,2016,92000,46800,Toyota
Mercedes-Benz B-Class B180,2015,126000,26300,Mercedes-Benz
Audi S5 Sportback 3.0A TFSI Quattro (COE till 06/2030),2010,110000,114800,Audi
Hyundai Avante 1.6A GLS,2019,32500,76800,Hyundai
Mercedes-Benz E-Class E43 AMG 4MATIC,2018,72500,219800,Mercedes-Benz
Porsche Panamera S 4.8A PDK (COE till 08/2030),2010,120000,131800,Porsche
Honda Shuttle 1.5A G Honda Sensing,2021,37000,107800,Honda
Mercedes-Benz C-Class C180 Avantgarde,2018,69000,112800,Mercedes-Benz
Mitsubishi Attrage 1.2A Sports,2018,59223,61800,Mitsubishi
Toyota Vios 1.5A G,2018,69000,69800,Toyota
Volkswagen Golf 1.4A TSI Comfortline,2019,66000,95800,Volkswagen
Mercedes-Benz CLA-Class CLA250 Sport,2015,130000,60000,Mercedes-Benz
Mercedes-Benz C-Class C180 Coupe,2018,46381,118000,Mercedes-Benz
Audi A4 2.0A TFSI S-tronic,2018,64000,97800,Audi
Audi A3 Sedan 1.4A TFSI Attraction,2016,165000,46800,Audi
Mercedes-Benz CLA-Class CLA180 Urban,2018,74000,101800,Mercedes-Benz
Toyota Sienta 1.5A Elegance,2019,74000,99800,Toyota
Hyundai Accent 1.4A,2015,78000,19800,Hyundai
Volvo XC90 T6 R-Design Sunroof,2016,107000,129800,Volvo
Peugeot 308 SW 1.2A PureTech Allure Glass Roof,2016,88000,40800,Peugeot
Kia Cerato 1.6A EX,2021,26000,113800,Kia
Mercedes-Benz GLC-Class GLC300 Coupe Mild Hybrid AMG Line,2022,18800,269800,Mercedes-Benz
McLaren 720S,2019,12800,888888,McLaren
BMW M5 (COE till 08/2029),2009,160000,145888,BMW
Kia Cerato Forte 1.6A SX (COE till 01/2025),2010,178000,11988,Kia
Kia Cerato 1.6A LX,2018,83223,75800,Kia
Audi TT Coupe 2.0A TFSI S-tronic,2019,51000,169800,Audi
Honda Jazz 1.3A,2018,64000,72800,Honda
Toyota Sienta 1.5A Elegance,2018,62980,86800,Toyota
Audi S3 Sportback 2.0A TFSI Quattro (COE till 08/2030),2010,220000,99800,Audi
Toyota Vellfire 2.5A Z G-Edition Moonroof,2019,141500,199000,Toyota
BMW 1 Series 116d,2015,130000,39888,BMW
Volkswagen Passat 1.8A TFSI,2018,72058,83000,Volkswagen
Honda Vezel 1.5A X,2020,69126,103000,Honda
Honda Vezel 1.5A X,2017,81900,56000,Honda
Volkswagen Scirocco 1.4A TSI (COE till 09/2030),2010,78000,79800,Volkswagen
Porsche Macan 2.0A,2014,64815,89500,Porsche
Toyota Wish 1.8A Elegance,2015,96000,41800,Toyota
Honda Vezel 1.5A X Honda Sensing,2016,68000,47800,Honda
Kia Carens Diesel 1.7A SX  (OPC),2018,15943,80800,Kia
Mitsubishi Attrage 1.2A Sports (OPC),2019,18269,59800,Mitsubishi
Mitsubishi Attrage 1.2A Sports (OPC),2018,19000,56800,Mitsubishi
Mercedes-Benz GLA-Class GLA180,2017,112000,72200,Mercedes-Benz
Mercedes-Benz E-Class E220d Premium,2017,52000,119200,Mercedes-Benz
Subaru XV 1.6i-S,2016,88000,49800,Subaru
Mazda 3 1.5A Sunroof,2017,78000,55800,Mazda
Mercedes-Benz A-Class A180 Style,2017,58000,79800,Mercedes-Benz
Nissan NV350 2.5M,2016,87000,35800,Nissan
Audi Q2 1.4A TFSI CoD S-tronic,2018,46000,104800,Audi
Volkswagen New Beetle 1.6A (COE till 07/2025),2010,120000,21800,Volkswagen
BMW 2 Series 216i Active Tourer,2019,98000,103800,BMW
Mitsubishi Attrage 1.2A Sports,2018,79000,61800,Mitsubishi
Honda Freed 1.5A B Honda Sensing,2021,20888,132800,Honda
Toyota C-HR Hybrid 1.8A S,2018,53400,81800,Toyota
Audi S5 Sportback 3.0A TFSI Quattro Tip,2018,38500,178999,Audi
Toyota Sienta Hybrid 1.5A X,2019,41000,99800,Toyota
Toyota Corolla Altis 1.6A Elegance,2015,103000,34500,Toyota
Honda Shuttle 1.5A G LED,2018,58000,78800,Honda
Audi A3 Sportback 1.0A TFSI S-tronic,2018,119854,90000,Audi
Toyota C-HR Hybrid 1.8A S,2017,68000,65500,Toyota
Mercedes-Benz GLA-Class GLA180 Urban Edition,2019,47000,117800,Mercedes-Benz
Toyota Camry 2.0A,2015,111000,42500,Toyota
Volkswagen T-Cross 1.0A TSI R-Line,2022,6928,136800,Volkswagen
Volvo XC60 T5 Momentum,2019,36860,165800,Volvo
Hyundai Avante 1.6A GLS,2019,72054,78000,Hyundai
Kia Cerato 1.6A EX,2019,62987,84000,Kia
Honda Fit 1.3A (OPC),2021,13500,86800,Honda
Kia Cerato K3 1.6A Sunroof,2017,130000,50800,Kia
Porsche Cayenne 3.0A Tip,2018,63000,275000,Porsche
Toyota Wish 1.8A,2016,107000,53800,Toyota
Renault Grand Scenic Diesel 1.5A dCi Moonroof,2019,90000,98800,Renault
BMW X1 sDrive18i,2018,94300,94800,BMW
BMW 3 Series 316i Luxury (New 10-yr COE),2014,49000,116800,BMW
Kia Sorento Diesel 2.2A CRDi,2018,93000,98800,Kia
Land Rover Discovery Sport 2.0A Si4 7-Seater,2018,99000,134366,Land Rover
Mercedes-Benz A-Class A180,2014,141000,26800,Mercedes-Benz
Volkswagen Beetle 1.2A TSI,2018,31893,88888,Volkswagen
Volkswagen Golf 1.4A TSI EQP Sunroof,2015,142959,24388,Volkswagen
Porsche Macan S 3.0A PDK (New 10-yr COE),2014,155000,218800,Porsche
Mercedes-Benz E-Class E220d AMG Line Premium Plus Panoramic Roof,2017,90000,112800,Mercedes-Benz
Mercedes-Benz E-Class E300 Coupe Mild Hybrid AMG Line Premium Plus Night Edition,2021,35800,269800,Mercedes-Benz
Maserati GranTurismo 4.2A (COE till 08/2030),2010,88000,129800,Maserati
Audi Q7 2.0A TFSI Quattro Tip 7-Seater,2018,55750,169900,Audi
Nissan X-Trail 2.0A Premium 7-Seater Sunroof,2018,78500,90800,Nissan
Volvo XC60 T5 2.0A (COE till 09/2030),2011,105000,89800,Volvo
Toyota Wish 1.8A,2016,109145,50800,Toyota
Toyota Raize Hybrid 1.2A G,2022,12107,143800,Toyota
Subaru Forester 2.0A XT Sunroof,2016,89000,61000,Subaru
Nissan Teana 2.0A XL,2016,92300,55800,Nissan
Hyundai Avante 1.6A GLS S,2019,58000,77800,Hyundai
Honda Civic 1.6A VTi,2021,59000,117800,Honda
BMW 2 Series 216d Gran Tourer Luxury,2016,75000,56800,BMW
Honda Vezel Hybrid 1.5A e-HEV X Honda Sensing,2023,68,188888,Honda
Toyota C-HR Hybrid 1.8A G,2017,112000,61000,Toyota
Mazda 3 HB 1.5A,2015,137299,33800,Mazda
Mercedes-Benz C-Class C180K (COE till 08/2030),2011,162000,75888,Mercedes-Benz
Mercedes-Benz CLA-Class CLA180 (New 5-yr COE),2015,133000,128000,Mercedes-Benz
Toyota Harrier Turbo 2.0A M,2020,54800,149800,Toyota
Maserati GranCabrio Sport 4.7A (COE till 03/2033),2013,6000,248000,Maserati
Honda Vezel Hybrid 1.5A X,2017,93000,52800,Honda
Mercedes-Benz GLC-Class GLC250 AMG Line 4MATIC,2019,76386,154800,Mercedes-Benz
Porsche Macan Diesel S 3.0A PDK (New 10-yr COE),2014,106000,209800,Porsche
Toyota Esquire 2.0A Gi Sunroof,2017,92200,93800,Toyota
Honda Stream 1.8A RSZ (COE till 11/2028),2008,120000,65800,Honda
Mercedes-Benz B-Class B180 Style,2016,97000,59500,Mercedes-Benz
Volkswagen Touran 1.4A TSI (COE till 01/2026),2011,148000,27800,Volkswagen
Volkswagen Sharan 2.0A TSI Panoramic Roof,2021,64000,168800,Volkswagen
Mercedes-Benz A-Class A180 AMG Line,2017,64600,89000,Mercedes-Benz
Toyota Corolla Altis 1.6A Standard,2020,50000,108800,Toyota
Peugeot Partner 1.5A BlueHDi LWB,2019,90000,56800,Peugeot
Toyota Camry Hybrid 2.5A Ascent Sport,2020,34810,136888,Toyota
Nissan Fairlady 370Z Roadster (COE till 10/2030),2010,141000,123800,Nissan
Porsche Cayenne 3.6A Tip,2014,89000,85800,Porsche
Peugeot Partner 1.5A BlueHDi LWB,2020,80868,67800,Peugeot
BMW X1 sDrive16i M-Sport,2022,9800,204800,BMW
Nissan NV200 1.6A DX,2020,95500,60800,Nissan
Honda Fit 1.3A Honda Sensing,2022,11300,116800,Honda
Mitsubishi Eclipse Cross 1.5A Sunroof,2019,104000,102777,Mitsubishi
Audi Q5 2.0A TFSI Quattro,2017,80000,88800,Audi
Volkswagen Passat 1.8A TFSI Highline Sunroof,2019,50155,115800,Volkswagen
Volkswagen Jetta GP 1.4A TSI Highline,2016,70200,42800,Volkswagen
Nissan Cabstar 3.0M,2017,93528,45800,Nissan
Mitsubishi Triton L200 Double-Cab 2.5A (New 5-yr COE),2014,136482,61800,Mitsubishi
Honda Jazz 1.3A,2018,38367,60800,Honda
Audi A1 Sportback 1.0A TFSI S-tronic,2017,43000,68800,Audi
Volkswagen Polo GP 1.2A TSI Sunroof,2015,120000,31800,Volkswagen
Skoda Kodiaq 1.4A TSI Ambition Plus 7-Seater,2021,48000,160800,Skoda
Volvo XC40 T5 R-Design,2020,40000,168800,Volvo
Audi A3 Sedan 1.4A TFSI CoD S-tronic,2018,85000,95800,Audi
Mercedes-Benz E-Class E200 CGI (COE till 12/2029),2009,135000,81800,Mercedes-Benz
Mazda CX-5 2.0A Premium,2019,63000,106800,Mazda
Maserati GranTurismo 4.2A (COE till 03/2033),2013,90000,188888,Maserati
Mazda CX-5 2.0A Premium,2015,96204,44800,Mazda
Hyundai Avante 1.6A Elite Sunroof,2022,31215,136800,Hyundai
BMW 2 Series 216i Gran Coupe Sport,2022,29000,155800,BMW
Mercedes-Benz E-Class E300 Avantgarde,2020,62275,203800,Mercedes-Benz
Toyota Yaris Cross 1.5A XB,2022,24700,108000,Toyota
Porsche Cayman 2.9A PDK (COE till 08/2030),2010,138000,149800,Porsche
Volkswagen Jetta 1.4A TSI Sportline Sunroof,2016,101000,48800,Volkswagen
Kia Stonic 1.0T SX Sunroof,2020,68000,94800,Kia
Skoda Superb 1.8A Elegance (COE till 06/2030),2010,186000,69999,Skoda
Lexus IS Turbo IS200t Executive,2017,129200,97200,Lexus
Mazda 2 1.5A SP,2016,125000,35800,Mazda
Lexus ES250 Luxury Sunroof,2015,108500,61800,Lexus
Mercedes-Benz GLB-Class GLB180 Progressive,2022,5000,217800,Mercedes-Benz
Toyota Corolla Altis 1.6A (COE till 08/2029),2009,127010,60800,Toyota
BMW 2 Series 218i Gran Coupe Luxury,2021,31000,155000,BMW
BMW 4 Series 420i Convertible M-Sport,2018,46259,155000,BMW
Lexus NX Turbo NX200t Classic,2015,135000,57800,Lexus
Porsche Cayenne Coupe 3.0A Tip Sunroof,2021,67279,388800,Porsche
Isuzu FRR90,2018,157750,81800,Isuzu
BMW 3 Series 320i Efficient Dynamics,2015,157000,37000,BMW
BMW 2 Series 216d Gran Tourer,2017,80000,73800,BMW
Mercedes-Benz C-Class C180 Mild Hybrid Avantgarde,2022,26689,212800,Mercedes-Benz
Chevrolet Orlando 1.4A Turbo,2016,121000,49800,Chevrolet
Skoda Octavia Mild Hybrid 1.5A TSI e-TEC Style,2021,54000,134888,Skoda
Toyota Corolla Altis 1.6A Elegance,2018,79000,76800,Toyota
Mercedes-Benz E-Class E200 Mild Hybrid Avantgarde,2023,18485,269800,Mercedes-Benz
Honda Vezel 1.5A X,2015,139000,32800,Honda
Mazda 3 1.5A Sunroof,2016,143600,42800,Mazda
Honda Fit 1.3A G F-Package,2016,113000,47800,Honda
Toyota Corolla Altis 1.6A Classic,2015,118000,35800,Toyota
MINI One 1.5A 5DR,2020,30000,111800,MINI
Subaru XV 1.6i-S,2015,99500,35800,Subaru
Toyota Wish 1.8A (COE till 01/2026),2006,86000,33800,Toyota
Mazda 3 1.5A Sunroof,2018,82000,77800,Mazda
Mazda 5 2.0A Sunroof,2017,61000,67800,Mazda
BMW M235i Gran Coupe xDrive,2023,11000,297800,BMW
Kia Stonic 1.0T SX Sunroof,2019,77000,80800,Kia
Toyota Harrier 2.0A Premium Panoramic Roof,2015,116000,58888,Toyota
Honda Stepwagon 1.5A Spada,2017,124890,97800,Honda
Toyota Harrier Turbo 2.0A M,2020,50000,158800,Toyota
Honda Fit 1.3A G F-Package,2020,69000,89800,Honda
Toyota Yaris Cross 1.5A XB,2021,39123,113800,Toyota
Nissan NV200 1.6A,2021,44000,66800,Nissan
Hyundai Elantra 1.6A GLS S,2018,40000,73800,Hyundai
Toyota Voxy Hybrid 1.8A X,2021,53000,168800,Toyota
Nissan Sylphy 1.6A Premium,2019,60000,80800,Nissan
Hyundai Avante 1.6A S,2021,38000,117800,Hyundai
Toyota Vios 1.5A E (New 5-yr COE),2013,100000,63800,Toyota
Toyota Sienta Hybrid 1.5A X,2021,30000,123800,Toyota
Subaru Forester 2.0i-L Sunroof,2017,65000,72500,Subaru
Mercedes-Benz GLC-Class GLC300 Mild Hybrid 4MATIC Avantgarde,2023,6000,318800,Mercedes-Benz
BMW X1 sDrive16i xLine,2022,14248,197800,BMW
Mitsubishi ASX 2.0A,2017,98100,57800,Mitsubishi
Mercedes-Benz C-Class C200 Mild Hybrid AMG Line Premium Plus Sunroof,2020,49000,168800,Mercedes-Benz
Renault Scenic Diesel 1.5A dCi,2019,70000,87800,Renault
BMW 4 Series 420i Gran Coupe M-Sport,2022,18500,240800,BMW
Toyota Camry 2.0A,2014,92000,30800,Toyota
MINI Cooper S Countryman 2.0A,2017,44500,105800,MINI
Toyota Sienta Hybrid 1.5A G,2021,55000,136800,Toyota
Toyota Noah Hybrid 1.8A X,2023,20,245800,Toyota
Mercedes-Benz GL-Class GL350 BlueTEC CDI AMG Sport,2015,73749,102800,Mercedes-Benz
Mercedes-Benz A-Class A200 Style,2016,94000,58000,Mercedes-Benz
Mazda 6 2.0A,2017,105000,62800,Mazda
Toyota Alphard 2.5A S C-Package Moonroof,2021,35000,289800,Toyota
Porsche Macan S 3.0A PDK (New 10-yr COE),2015,84000,239800,Porsche
BMW X6 xDrive35i Sunroof,2014,104920,85800,BMW
Land Rover Defender 90 Hardtop,2015,65410,89800,Land Rover
Nissan Serena e-POWER Hybrid 1.2A Touring Tokidoki Edition Premium,2018,18000,138000,Nissan
SEAT Ibiza 1.0A EcoTSI DSG FR,2017,98000,53800,SEAT
Chevrolet Orlando 1.4A Turbo,2017,108000,52802,Chevrolet
Mazda 3 1.5A Deluxe Sunroof,2017,106000,52800,Mazda
BMW Z4 sDrive23i (COE till 04/2030),2010,177000,92800,BMW
Renault Kangoo II Express 1.5M,2017,128038,35500,Renault
Honda Civic 1.6A  VTi,2018,70000,79800,Honda
Subaru XV 1.6i-S,2016,170000,39800,Subaru
Opel Astra 1.4A Turbo Innovation,2021,65600,106800,Opel
BMW X1 sDrive20i M-Sport,2019,95000,128888,BMW
Land Rover Defender 90 Hardtop,2017,13000,138000,Land Rover
Toyota Alphard 3.5A SA C-Package Moonroof,2017,83257,139800,Toyota
Honda Vezel 1.5A G Honda Sensing,2022,25000,127988,Honda
Lexus ES250 Executive Sunroof,2019,87000,140800,Lexus
BMW 5 Series 520i,2016,116000,77500,BMW
Porsche Cayenne 3.6A Tip Sunroof,2016,149000,200888,Porsche
Mitsubishi Lancer 1.6M (COE till 01/2027),2007,152000,34800,Mitsubishi
Toyota ProAce 1.6M,2018,124040,52000,Toyota
Porsche Cayenne 3.0A Platinum Edition,2023,4200,499800,Porsche
Kia Forte K3 1.6A,2016,86000,42888,Kia
Kia Cerato 1.6A SX Sunroof,2018,28000,82800,Kia
Toyota Hiace 2.0A DX,2021,34000,85800,Toyota
Toyota Dyna 150 3.0M,2017,45000,62800,Toyota
Toyota Vellfire 2.4A V (COE till 02/2029),2009,147889,90800,Toyota
Mazda Biante 2.0A,2015,140438,35800,Mazda
Audi A7 Sportback 3.0A TFSI Quattro S-Line (COE till 09/2031),2011,135000,117600,Audi
Land Rover Discovery Sport 2.0A SE Si4 7-Seater,2017,70000,105800,Land Rover
Kia Cerato 1.6A SX Sunroof,2019,60000,85800,Kia
Mitsubishi Lancer EX 1.6A,2015,138100,19300,Mitsubishi
Toyota Estima 2.4A Aeras Premium Moonroof,2017,70000,97000,Toyota
BMW X4 xDrive20i M-Sport Sunroof,2016,108000,101800,BMW
Honda City 1.5A SV,2015,83000,37888,Honda
Subaru Forester 2.0A XT Sunroof,2017,95000,75800,Subaru
Suzuki Grand Vitara 2.0A (COE till 03/2030),2010,150000,73800,Suzuki
Toyota Alphard 2.5A S C-Package Moonroof,2023,13500,299800,Toyota
BMW 5 Series 520i (COE till 10/2031),2012,164808,119900,BMW
BMW 5 Series 520i Luxury,2019,62000,156800,BMW
Volkswagen Touran 1.4A TSI Comfortline Sunroof,2020,35000,132800,Volkswagen
Toyota Noah Hybrid 1.8A X,2021,36000,168800,Toyota
Toyota Yaris Cross 1.5A XB,2022,27500,118800,Toyota
Toyota Vellfire 2.5A Elegance Moonroof,2019,29000,204800,Toyota
Toyota Harrier 2.0A Elegance Panoramic Roof,2017,70000,72800,Toyota
Subaru Forester 2.0A XT Sunroof,2016,82000,50800,Subaru
Mazda 3 Mild Hybrid 1.5A Astina,2021,49852,123800,Mazda
Mazda 3 1.5A Deluxe Sunroof (New 10-yr COE),2014,120000,105000,Mazda
Toyota Camry 2.0A,2015,150000,42800,Toyota
Subaru XV 1.6i-S,2015,113060,36800,Subaru
BMW 3 Series 316i,2015,99700,36800,BMW
Honda Jazz 1.5A RS,2017,89000,53800,Honda
Honda Shuttle 1.5A G LED,2017,80000,53800,Honda
Volvo V40 T4 Momentum,2019,66000,101988,Volvo
Mercedes-Benz CLA-Class CLA180 Shooting Brake,2016,107000,65800,Mercedes-Benz
Toyota Vellfire 2.5A Z G-Edition Moonroof,2018,113745,175800,Toyota
Toyota Harrier 2.0A Premium Panoramic Roof,2017,98000,76800,Toyota
Mercedes-Benz GLA-Class GLA45 AMG 4MATIC,2015,131400,73800,Mercedes-Benz
Honda Vezel 1.5A X,2016,70000,37800,Honda
Lexus NX Turbo NX200t Executive,2017,96600,102800,Lexus
Toyota Noah Hybrid 1.8A X,2022,30000,180800,Toyota
Porsche 911 Turbo S Coupe 3.8A PDK (New 10-yr COE),2014,77000,668888,Porsche
Toyota Camry Hybrid 2.5A Ascent,2021,46000,141388,Toyota
Audi SQ5 3.0A TFSI Quattro (New 10-yr COE),2013,148000,208888,Audi
Honda Vezel Hybrid 1.5A  e:HEV X Honda Sensing,2022,7500,168800,Honda
Citroen C4 Picasso Diesel 1.6A e-HDi,2015,187000,27800,Citroen
Mercedes-Benz GLC-Class GLC250 Coupe AMG Line 4MATIC,2019,71000,187800,Mercedes-Benz
Kia Cerato K3 1.6A SX Sunroof,2017,50000,63288,Kia
Land Rover Range Rover Evoque 2.0A 5DR Sunroof,2018,74142,125800,Land Rover
Mazda CX-3 2.0A Deluxe (OPC),2019,39890,82800,Mazda
Peugeot RCZ 1.6M Turbo (COE till 03/2032),2012,90000,103800,Peugeot
Hyundai Tucson 1.6A GLS T-GDi DCT Turbo S Sunroof,2021,56000,175800,Hyundai
Kia Cerato K3 1.6A,2018,112095,63800,Kia
Honda Vezel Hybrid 1.5A X,2018,93000,77800,Honda
Audi S4 3.0A TFSI Quattro S-tronic (COE till 02/2032),2012,160000,139888,Audi
Audi A3 Sedan 1.0A TFSI S-tronic,2017,108000,69888,Audi
Toyota Sienta Hybrid 1.5A G,2020,38000,119988,Toyota
BMW 7 Series 730Li Sunroof,2015,90000,89550,BMW
Porsche Cayenne Hybrid S (COE till 01/2032),2012,176766,150800,Porsche
Toyota Harrier 2.0A Premium Panoramic Roof,2016,108000,61800,Toyota
Mercedes-Benz E-Class E200 Coupe,2019,24500,189800,Mercedes-Benz
BMW 3 Series 316i (New 10-yr COE),2014,92000,141000,BMW
Honda Shuttle Hybrid 1.5A,2018,38985,78800,Honda
BMW 2 Series 220i Coupe,2018,64000,138800,BMW
BMW 3 Series 318i M-Sport,2021,21900,186800,BMW
Honda Shuttle 1.5A G Honda Sensing,2022,109,127800,Honda
Mercedes-Benz S-Class S500L Mild Hybrid AMG Line 4MATIC Premium Executive,2022,4702,518800,Mercedes-Benz
Mercedes-Benz GLA-Class GLA180 Urban Edition,2017,118000,89800,Mercedes-Benz
Jaguar XF 2.0A GTDI Luxury,2017,78123,102500,Jaguar
Honda Jazz 1.5A RS,2016,114500,44800,Honda
Volkswagen Sportsvan 1.4A TSI Comfortline,2016,142000,43000,Volkswagen
Honda Civic 1.6A VTi,2016,131095,58800,Honda
Infiniti Q30 1.6A T Premium,2018,93000,91800,Infiniti
Toyota Wish 1.8A Elegance,2018,55785,83998,Toyota
Mitsubishi Attrage 1.2A,2018,42095,53800,Mitsubishi
Toyota Sienta Hybrid 1.5A X,2021,37095,128800,Toyota
Nissan Sylphy 1.8A Signature Series,2017,96000,58800,Nissan
Honda Shuttle 1.5A G LED Honda Sensing,2021,15335,114800,Honda
Jaguar XF 2.0A TSS,2015,71355,73998,Jaguar
Audi Q7 3.0A TFSI Quattro S-Line 7-Seater (333bhp),2016,60000,136950,Audi
Land Rover Range Rover Evoque 2.0A 5DR,2017,80000,133400,Land Rover
Toyota Alphard Hybrid 2.5A X,2022,14000,262800,Toyota
Honda Civic 1.6A VTi,2019,101081,88800,Honda
BMW 2 Series 216i Active Tourer,2019,30555,118800,BMW
Volkswagen Tiguan 1.4A TSI BMT R-Line,2016,136790,57800,Volkswagen
BMW 5 Series 520i Mild Hybrid,2021,33600,207800,BMW
Mercedes-Benz C-Class C180ML (COE till 04/2027),2007,147715,43998,Mercedes-Benz
Honda Accord Euro S 2.4A (COE till 01/2029),2009,131208,67998,Honda
Toyota Harrier Turbo 2.0A M,2020,23075,159800,Toyota
BMW X1 sDrive18i,2020,28110,154800,BMW
Mercedes-Benz A-Class A200 Progressive,2018,44182,118800,Mercedes-Benz
BMW 4 Series 420i Gran Coupe M-Sport,2017,62000,116800,BMW
Toyota Wish 1.8A (COE till 02/2026),2006,150280,28800,Toyota
Skoda Octavia 2.0A TSI RS,2018,78000,108800,Skoda
Mazda 3 1.5A,2015,100372,33800,Mazda
Toyota Noah Hybrid 1.8A X,2023,68,209800,Toyota
Audi A4 1.4A TFSI S-tronic,2017,66000,91800,Audi
Mercedes-Benz E-Class E200 (COE till 01/2032),2012,66000,108800,Mercedes-Benz
Honda HR-V 1.5A DX,2016,143610,55800,Honda
MINI One 1.4A (COE till 04/2029),2009,145000,50800,MINI
Audi A4 2.0A Mild Hybrid 2.0A TFSI S-tronic,2023,2800,215888,Audi
Lexus ES250 Luxury Sunroof,2015,105339,58998,Lexus
Porsche Macan S 3.0A PDK,2015,139000,105800,Porsche
BMW 5 Series 520i Highline (COE till 05/2032),2012,82753,123998,BMW
Volkswagen Transporter 2.0A,2014,130000,15800,Volkswagen
Renault Megane RS 2.0M R26 (COE till 09/2029),2009,20000,86888,Renault
Mazda CX-7 (COE till 10/2026),2012,99107,39998,Mazda
Volvo S60 T5 Momentum,2016,108221,61998,Volvo
Land Rover Defender 90 Hardtop,2016,67000,180800,Land Rover
Mazda 3 HB 1.5A Deluxe Sunroof,2015,83000,24000,Mazda
BMW 2 Series 216d Active Tourer,2016,120000,54600,BMW
Toyota Estima 2.4A Aeras S (COE till 08/2029),2009,149339,78800,Toyota
Mitsubishi Fuso Canter FEB21,2016,108323,44800,Mitsubishi
Toyota Noah Hybrid 1.8A X,2020,35000,167800,Toyota
Ferrari F8 Tributo,2023,10,1398800,Ferrari
Maserati Quattroporte S 3.0A,2016,71100,175800,Maserati
Mercedes-Benz CLA-Class CLA200 AMG Line Premium Plus,2022,17800,202800,Mercedes-Benz
Mercedes-Benz CLA-Class CLA200 AMG Line,2021,13000,190800,Mercedes-Benz
Mercedes-Benz SLK-Class SLK200 ML AMG (COE till 08/2027),2007,145000,60800,Mercedes-Benz
Subaru Forester 2.0i-L Sport Sunroof,2018,89339,73800,Subaru
Mercedes-Benz C-Class C180 Avantgarde,2016,118339,71800,Mercedes-Benz
Audi Q5 2.0A TFSI Quattro,2016,120000,76800,Audi
Nissan Qashqai 1.2A DIG-T,2018,50000,72800,Nissan
Toyota Dyna 150 3.0M,2019,72000,89800,Toyota
Mercedes-Benz S-Class S320L,2018,54555,222800,Mercedes-Benz
Mercedes-Benz G-Class G63 AMG 4MATIC,2022,43639,799000,Mercedes-Benz
MINI Cooper S 1.6A Camden Sunroof (COE till 09/2030),2010,133000,85000,MINI
Toyota Estima 2.4A Aeras Premium Moonroof,2015,108110,48000,Toyota
Volkswagen Golf 1.2A TSI,2017,46888,55555,Volkswagen
Mercedes-Benz E-Class E350e Plug-in Hybrid Avantgarde,2018,65000,163800,Mercedes-Benz
Porsche Boxster S 3.4A Tip (COE till 03/2030),2010,112800,137800,Porsche
Mercedes-Benz CLA-Class CLA200 AMG Line Premium,2022,9000,198800,Mercedes-Benz
Toyota Raize 1.2A G,2023,9800,125000,Toyota
Citroen C4 Cactus 1.2A PureTech,2016,15000,38800,Citroen
MINI Cooper S Clubman 2.0A,2016,150000,66500,MINI
Audi A3 Sportback 1.4A TFSI S-tronic Ambiente,2015,150000,36800,Audi
Skoda Rapid Spaceback 1.4A TSI Ambition,2019,46877,84888,Skoda
Skoda Octavia 1.0A TSI Ambition,2018,105000,72800,Skoda
Audi A3 Sedan 1.0A TFSI S-tronic,2020,40000,122800,Audi
Volkswagen Sportsvan 1.4A TSI Comfortline,2017,58593,63800,Volkswagen
Audi A5 Sportback Mild Hybrid 2.0A TFSI S-tronic,2023,15000,210000,Audi
Toyota Hiace 3.0A DX,2017,120000,56800,Toyota
BMW 4 Series 428i Gran Coupe M-Sport Sunroof,2015,92500,65888,BMW
Toyota Dyna 150 2.8M,2022,28500,109999,Toyota
MINI Cooper S Clubman 2.0A JCW Aero Kit,2020,25500,163500,MINI
Toyota Corolla Altis 1.6A Elegance,2017,72000,63555,Toyota
Volkswagen Tiguan 2.0A TSI R-Line,2022,20000,194800,Volkswagen
Volkswagen Tiguan 2.0A TSI R-Line,2022,19000,211800,Volkswagen
Lexus LS Hybrid LS500h Luxury MR,2018,72000,290800,Lexus
Mercedes-Benz B-Class B200 (New 5-yr COE),2014,91200,69888,Mercedes-Benz
Toyota Harrier 2.0A Elegance Panoramic Roof,2015,78290,45800,Toyota
Volvo XC60 T5 Momentum,2019,25000,152500,Volvo
Honda Jazz 1.3A,2020,52131,80600,Honda
Toyota Alphard 2.5A Elegance Sunroof,2015,120000,84800,Toyota
Audi Q5 2.0A TFSI Quattro S-tronic,2018,80000,139800,Audi
